K,Dbar_over_A,slog,disperse_nu,reps,kappa,cv_D,nu_num_oracle,nu_den_oracle,nu_den_ratio,nu_num_feas_med,nu_den_feas_med,fail_upper_feas,fail_upper_oracle,fail_mc,cov_oracle,cov_safe,cov_safe_oracle_df,cov_plug,cov_enlarge,cov_model,w_oracle,w_safe,w_plug,w_enlarge,w_model,enl_share,safe_over_oracle,safe_over_enlarge,safe_over_model,cert_rate,cert_error
100,0.25,1.0,False,20000,0.8944271909999159,1.0386693317602984,481.03889452698223,94.94422330160694,0.9590325586020902,413.3656713022576,93.6344080268586,0.04165,0.04775,0.0015411035007422442,0.9493,0.9539,0.95365,0.94815,0.99365,0.8967,1.9973564056891822,2.0557108504038024,1.9944577298522324,3.014586931746605,1.6382763732153816,0.8,1.0292158397712126,0.6819212372863155,1.2548010116077901,0.99985,0.0018
100,0.25,1.5,False,20000,0.8944271909999157,1.8623161247214068,223.80269955933935,87.04616343176102,0.8792541760783941,199.3479862479661,85.19502075013173,0.03345,0.04915,0.0015411035007422442,0.9512,0.95765,0.9575,0.9499,0.9874,0.89735,1.9995339256757085,2.0642226864638955,1.996122162976493,2.8323555430386858,1.636956002136362,0.8,1.0323519195936255,0.7288006943680875,1.2610129311783063,0.99295,0.00155
100,1.0,0.0,False,20000,0.7071067811865476,0.0,1000.0000000000002,99.0,1.0,836.528629307643,94.39197478735869,0.042,0.04905,0.0015411035007422442,0.9484,0.9648,0.96425,0.938,1.0,0.88485,1.9878164972084997,2.2005048524086583,1.9714327369409392,4.746223069888049,1.6272665721328485,0.6,1.1069959704524226,0.4636328339410652,1.352270666707342,0.04505,0.017
100,1.0,0.5,False,20000,0.7071067811865476,0.526674891884189,782.8484531563425,92.6405816942748,0.9357634514573212,661.7256754043492,87.69314952064225,0.03665,0.0502,0.0015411035007422442,0.95075,0.96765,0.9668,0.9409,0.99995,0.88525,2.0023328721395286,2.225799660200827,1.984565845549954,4.693580483452731,1.6253979029977683,0.6,1.1116032160139888,0.47422211423622285,1.36938755494622,0.03965,0.01935
100,1.0,1.0,False,20000,0.7071067811865476,1.1442156250935436,433.0448942948212,74.77334531719727,0.755286316335326,384.0255771980926,70.06790587218464,0.0179,0.0436,0.0015411035007422442,0.95175,0.96985,0.96795,0.93955,0.99975,0.8829,2.0196712731490423,2.2754141220917234,1.997153770345602,4.5223690828451195,1.6199737338548659,0.7000000000000001,1.1266259773769671,0.503146488136747,1.404599392285936,0.03295,0.02865
100,1.0,1.5,False,20000,0.7071067811865476,1.6686364585929343,264.2463371553783,58.612630966664476,0.5920467774410553,230.95512118573487,53.688764920178954,0.0057,0.0433,0.0015411035007422442,0.95145,0.9716,0.96835,0.93625,0.99875,0.87695,2.0405195656836295,2.337242187019893,2.013119374994714,4.275852565462065,1.6164981153224898,0.7000000000000001,1.1454152296926658,0.5466143070270529,1.4458675607881026,0.02765,0.02765
100,4.0,0.0,False,20000,0.4472135954999579,0.0,1000.0000000000002,99.0,1.0,836.354151003985,87.93067732186998,0.0353,0.0492,0.0015411035007422442,0.95095,0.98155,0.97815,0.82885,1.0,0.78235,1.9892301177537621,2.748465355130702,1.8308514570460768,8.367737049821852,1.50973469389051,0.6,1.3816729048091572,0.3284598140173653,1.8204955918765076,0.0,0.0
100,4.0,0.5,False,20000,0.447213595499958,0.5951380246170397,738.4492133969426,80.85649581731465,0.8167322809829762,630.9817845337824,71.6303004287895,0.02505,0.04785,0.0015411035007422442,0.95325,0.98555,0.98025,0.8051,1.0,0.75595,2.0294860741921124,2.8812110665279254,1.846626603651683,8.263837338595453,1.488901057979577,0.6,1.4196752089934213,0.34865292581105245,1.9351259447942757,0.0,0.0
100,4.0,1.0,False,20000,0.4472135954999579,1.261431273189617,385.92026162073984,49.30065119598462,0.49798637571701637,336.9125861856093,43.09343631694739,0.0117,0.03855,0.0015411035007422442,0.95755,0.99185,0.98425,0.7593,1.0,0.7128,2.091074624257427,3.1771511216163324,1.860011121012306,7.889737873287362,1.454931112167891,0.7000000000000001,1.5193867711653706,0.4026941290880341,2.1837124074433203,0.0001,0.0001
100,4.0,1.5,False,20000,0.4472135954999579,3.0680974081344976,96.03175926263626,14.216766575779257,0.14360370278564907,96.28095262826213,13.150016270917362,0.0008,0.01235,0.0015411035007422442,0.9373,0.99575,0.9884,0.60705,1.0,0.57985,1.9504033056348578,3.4721531183365877,1.556529437730191,6.6426944397842815,1.3588224462894074,0.8,1.7802231509274433,0.5227025192580353,2.555266236452113,0.00665,0.00665
300,0.25,0.0,False,20000,0.8944271909999159,0.0,3000.0000000000005,299.0,1.0,2503.6456850321106,296.6491617468522,0.0468,0.04875,0.0015411035007422442,0.9471,0.9504,0.9504,0.9467,0.998,0.8979,1.9696036843879796,2.0024197095318286,1.9687493580941728,3.118992821927912,1.6428492130207388,0.7000000000000001,1.0166612326144413,0.6420084379335291,1.2188700543307565,1.0,0.0
300,0.25,0.5,False,20000,0.8944271909999159,0.5344297613490864,2333.5132242023897,295.6337961110249,0.9887417930134611,1958.917532692508,292.75362958295636,0.0468,0.04955,0.0015411035007422442,0.9495,0.95225,0.9522,0.94885,0.9965,0.89785,1.9730805278326282,2.0066835508222796,1.9723631196528257,3.085988107245996,1.6434395044291152,0.7000000000000001,1.0170307407709118,0.6502564109403157,1.22102672195369,1.0,0.0
300,0.25,1.0,False,20000,0.8944271909999157,1.3266835280022629,1086.9214002083918,279.39535752329397,0.9344326338571705,942.9675673043166,274.94560567954744,0.04125,0.04825,0.0015411035007422442,0.94935,0.95335,0.9533,0.9489,0.9932,0.8991,1.974509155938714,2.010945137395641,1.9736459550603558,2.9835874361962547,1.6431250627667897,0.8,1.018453184350824,0.6740024150119678,1.223853973725831,1.0,0.0
300,0.25,1.5,False,20000,0.8944271909999159,2.5742306144541853,393.35681924663476,236.5169479354369,0.7910265817238692,354.79569888039504,230.1279772163363,0.028,0.0494,0.0015411035007422442,0.95145,0.9552,0.9551,0.95015,0.988,0.8991,1.9644315801718775,2.0081421073521413,1.9631445927100675,2.8111377414275442,1.6424945809140885,0.8,1.022250979683619,0.7143520851925143,1.2226171889313393,1.0,0.0
300,1.0,0.0,False,20000,0.7071067811865476,0.0,3000.0000000000005,299.0,1.0,2502.925211837063,284.86662116284674,0.0426,0.0484,0.0015411035007422442,0.95095,0.9622,0.9618,0.9481,1.0,0.89565,1.969203490393584,2.098644825454122,1.9640530311213384,4.724635801925892,1.6392081000814607,0.6,1.0657328385268434,0.4441918728632282,1.2802796822135212,0.743,0.00075
300,1.0,0.5,False,20000,0.7071067811865476,0.4920983497020125,2415.1462792455877,281.9856297805372,0.9430957517743719,2020.1060652280519,266.6436523241017,0.0387,0.04695,0.0015411035007422442,0.9506,0.96375,0.9636,0.9483,1.0,0.89355,1.9809687163757574,2.1166246398382746,1.9759369702366676,4.677729368559135,1.6396201447991472,0.6,1.0684795889713512,0.45248976010988246,1.29092378289702,0.6531,0.0011
300,1.0,1.0,False,20000,0.7071067811865476,1.1727603192046243,1262.962858014464,222.68700677020573,0.7447725978936647,1080.4173108821662,206.2133967921483,0.0309,0.04925,0.0015411035007422442,0.95075,0.9634,0.96265,0.94635,0.9997,0.8929,1.995034684907589,2.151572024700834,1.9868412870049181,4.4690348973053595,1.6358270326599689,0.7000000000000001,1.0784634678171001,0.4814399695106748,1.3152808834576035,0.35105,0.0038
300,1.0,1.5,False,20000,0.7071067811865476,2.1114836601307068,549.6153085175148,141.6482207529353,0.473739868738914,521.7472944001721,135.3052100516141,0.0087,0.0382,0.0015411035007422442,0.9477,0.9643,0.96265,0.9417,0.99915,0.89075,1.9715104516803648,2.168632676701366,1.9598554623522484,4.2246409846457045,1.6344186360391935,0.7000000000000001,1.0999853816919862,0.5133294603217595,1.3268526367007003,0.1533,0.01745
300,4.0,0.0,False,20000,0.4472135954999579,0.0,3000.0000000000005,299.0,1.0,2504.063639428792,265.28911761245433,0.03825,0.0506,0.0015411035007422442,0.95025,0.97985,0.9782,0.91395,1.0,0.8632,1.969046021441179,2.451996421286929,1.9158781304113837,8.322848723848093,1.5987543401325328,0.5,1.2452712605936302,0.29461023534658715,1.5336917997568436,0.0,0.0
300,4.0,0.5,False,20000,0.4472135954999579,0.5056511278927025,2389.137902760358,257.0738559547047,0.8597787824572063,2000.574374215229,226.43011766903794,0.03015,0.0481,0.0015411035007422442,0.9512,0.98025,0.9775,0.9089,1.0,0.85645,2.000369857039118,2.5315665827115295,1.9427376003609498,8.26358233178381,1.5960176062689595,0.6,1.2655492552055705,0.3063521946135261,1.586177102788747,0.0,0.0
300,4.0,1.0,False,20000,0.447213595499958,1.1248356386634926,1324.3540866605672,165.46258067510465,0.5533865574418215,1138.2314498281335,144.86828474651008,0.01615,0.04415,0.0015411035007422442,0.95825,0.9872,0.98365,0.8898,1.0,0.83165,2.03561054240523,2.6954679992342405,1.9384918229909902,7.966318209115168,1.5652293720384212,0.7000000000000001,1.3241570246778827,0.3383580630949502,1.7220913735626446,0.0,0.0
300,4.0,1.5,False,20000,0.4472135954999579,2.5257386054840394,406.5395682164759,58.984448987963084,0.197272404642017,372.1228698079757,52.314677059149844,0.00375,0.02775,0.0015411035007422442,0.94475,0.9915,0.9847,0.77555,1.0,0.7327,1.9582157651674024,2.9136295233223723,1.7168482054770997,7.058474908332014,1.4596540930508553,0.7000000000000001,1.4879001462197372,0.4127845690693106,1.9961095832181246,0.0014,0.0014
30,0.25,1.0,True,20000,0.8944271909999159,1.0089984386389101,142.74225900462466,27.902889935454205,0.9621686184639381,123.00336787624403,27.521210623076072,0.03905,0.0514,0.0015411035007422442,0.965,0.9701,0.9698,0.95985,0.99355,0.8782,2.306690371908522,2.419403332301307,2.2941742523257838,3.0834273916609307,1.6191765848825703,0.65,1.0488634980079827,0.784647415030604,1.4942183297918505,0.69995,0.0
30,1.0,1.0,True,20000,0.7071067811865476,1.4140271274160918,73.92231153092457,19.559818486255878,0.6744764995260648,65.70634632934232,17.69794509553401,0.0021,0.04335,0.0015411035007422442,0.96855,0.9868,0.98035,0.8959,0.9994,0.8089,2.5746062879411737,3.169575874785171,2.463200507998283,4.518563697401259,1.5317501624490686,0.65,1.2310914836302114,0.701456499685525,2.0692512085113366,0.0091,0.0091
30,4.0,1.0,True,20000,0.4472135954999579,1.8800486129445098,37.985402040152586,9.107672924777201,0.3140576870612828,42.38170955840464,9.699200832266685,0.00225,0.01625,0.0015411035007422442,0.97235,0.99685,0.9895,0.59135,1.0,0.5486,2.962674379654561,5.637752906772791,2.813102753500233,7.780808324913313,1.3881918148087342,0.65,1.9029269451576167,0.7245716217839876,4.0612203923343,0.0039,0.0039
100,0.25,1.0,True,20000,0.8944271909999159,1.2044711261459642,323.6042487296797,93.6219909131574,0.9456766758904789,296.27896603484726,92.10822925053125,0.0369,0.0513,0.0015411035007422442,0.94755,0.95375,0.95365,0.94585,0.9935,0.89045,1.9971817740649396,2.058459324121912,1.994181172047119,3.0000214559255505,1.6382921066408727,0.8,1.0306820094458662,0.6861482007257336,1.2564666067655927,0.9947,0.0016
100,1.0,1.0,True,20000,0.7071067811865476,0.9864629686238262,372.73265869359386,79.78595117338722,0.805918698721083,310.7154582746971,73.79667660148192,0.01695,0.0452,0.0015411035007422442,0.95245,0.97085,0.96875,0.94045,0.99975,0.8839,2.0230099164982778,2.2798660100639054,2.0040983368669125,4.565757148748039,1.6252719453494193,0.7000000000000001,1.126967293373545,0.49934018297251304,1.4027597145127328,0.03135,0.0272
100,4.0,1.0,True,20000,0.4472135954999579,1.407056638649338,245.24513328457545,43.91648831365055,0.4436008920570762,222.36591920083117,39.53323034378509,0.009,0.0341,0.0015411035007422442,0.95125,0.9922,0.98305,0.74175,1.0,0.69545,2.0498486361534525,3.179436857619434,1.7905334720361334,7.868020798983352,1.435993276193985,0.7000000000000001,1.5510593326469497,0.40409614296269497,2.214102886363328,0.00035,0.00035
300,0.25,1.0,True,20000,0.8944271909999159,1.1736437924395304,1135.8291924805712,283.435610423351,0.947945185362378,905.8741769527778,278.3672351469007,0.0411,0.05055,0.0015411035007422442,0.94815,0.95175,0.9516,0.94735,0.99295,0.89325,1.9756369385728216,2.0118626009627447,1.9745781979624717,2.989769255440408,1.64221345725117,0.8,1.018336194106642,0.6729156764528932,1.2250920196028077,1.0,0.0
300,1.0,1.0,True,20000,0.7071067811865476,1.1717307120959894,1067.1049347862752,222.78680396761794,0.7451063677846754,870.7666061570494,205.37033207668773,0.02575,0.04805,0.0015411035007422442,0.95115,0.9649,0.9636,0.9478,0.9999,0.8948,1.9894424674514857,2.1497639108187614,1.9818737729279357,4.5034422893514305,1.6365889855537228,0.7000000000000001,1.0805861169600197,0.4773601553420512,1.3135637168494148,0.322,0.0043
300,4.0,1.0,True,20000,0.4472135954999579,1.1586827552594554,1044.642679592331,161.0682790346173,0.5386898964368472,849.743850185373,136.82187213795933,0.01465,0.045,0.0015411035007422442,0.9581,0.9879,0.9825,0.8842,1.0,0.8264,2.04253536225056,2.7278946067279333,1.9372868193943806,7.918903154471032,1.5581671595272812,0.7000000000000001,1.3355433923661486,0.3444788442939547,1.7507072909658328,0.0,0.0
