route,target,t0_q,K,reps,A,Dbar_over_A,rho2,nu_min,nu_max,m,mc_se,struct_R2,struct_gamma_ls,struct_resid_sd,Cg_contains_gamma_ls,fallback_rate,pr_D_zero,pr_Dhat_zero,diag_excluded,corr_Dhat_Y,uncorrected_contain_common,uncorrected_over_oracle_common,sep_bonf_contain_common,sep_bonf_over_oracle_common,Cg_cert_contain_common,Cg_cert_over_oracle_common,ratio_true_a_contain_common,ratio_true_a_over_oracle_common,oracle_cov,oracle_w,uncorrected_cov,uncorrected_w,uncorrected_contain,uncorrected_over_oracle,sep_bonf_cov,sep_bonf_w,sep_bonf_contain,sep_bonf_over_oracle,Cg_cert_cov,Cg_cert_w,Cg_cert_contain,Cg_cert_over_oracle,ratio_true_a_cov,ratio_true_a_w,ratio_true_a_contain,ratio_true_a_over_oracle,captured_sep_bonf,captured_Cg_cert,captured_ratio_true_a,cert_over_sepbonf,truea_over_sepbonf
small_sample,0.55,0.5,60,2000,0.021143040489615048,0.5412121680027545,0.351160066886902,4.0,8.0,58,0.00670820393249937,0.632668683991297,1.139489276797721,0.17494749618045655,0.512,0.0,0.0,0.011583333333333333,0.0,-0.0017532094271099023,1.0,1.2015944366290967,1.0,1.1829251899190196,0.9415,1.0978681351711121,0.963,1.0608955367840707,0.954,0.2924068364447235,0.9865,0.35082553708333336,1.0,1.2015944366290967,0.9845,0.3455335288211374,1.0,1.1829251899190196,0.974,0.32092383710199285,0.9415,1.0978681351711121,0.966,0.31072793025272255,0.963,1.0608955367840707,0.0926079460437972,0.5145295832187338,0.6979304696978853,0.9281361766434281,0.8981420226913966
small_sample,0.55,0.5,200,2000,0.021143040489615048,0.5412121680027545,0.351160066886902,4.0,8.0,191,0.00670820393249937,0.6175623247947458,1.1380152962132382,0.17894398838451492,0.218,0.0,0.0,0.0111725,0.0,0.001559192954051536,1.0,1.2013542177867935,1.0,1.1810584771721382,0.893,1.060589629946407,0.9765,1.0392558932641638,0.9605,0.2875061435785929,0.99,0.34533810708333335,1.0,1.2013542177867935,0.987,0.3395214124639654,1.0,1.1810584771721382,0.975,0.30496009008538694,0.893,1.060589629946407,0.97,0.29899545660671206,0.9765,1.0392558932641638,0.1007962030184326,0.6990893430871007,0.8050406209730834,0.897980631756305,0.8810963704641581
small_sample,0.55,0.15,60,2000,0.01043185524115042,0.5527308537983919,0.35597338228081543,4.0,8.0,58,0.00670820393249937,0.09388009776800597,0.5710929227727186,15.745359175053226,0.077,0.0,0.0031416666666666667,0.170975,0.165,0.6752714003422404,1.0,1.3935403980221723,1.0,1.3119174996654932,0.7616766467065869,1.1608091450175841,0.8874251497005988,1.0872163499838103,0.9395,0.18949978840069492,0.976,0.2648913288888889,1.0,1.390625798900382,0.97,0.2496839337713515,0.9975,1.3096748283538855,0.956,0.22068190224572726,0.7695,1.1638514917009253,0.9467065868263473,0.20744744825703337,0.8874251497005988,1.0872163499838103,0.2072340607670432,0.580541039116797,0.7767266006768478,0.8890022875072736,0.8319062489824101
small_sample,0.55,0.15,200,2000,0.01043185524115042,0.5527308537983919,0.35597338228081543,4.0,8.0,191,0.00670820393249937,0.05395002579437437,1.2868445896796525,26.95086490288553,0.0235,0.0,0.0032925,0.16249,0.4825,0.6805513358049291,1.0,1.387891009872486,1.0,1.3030054413125265,0.6763285024154589,1.091484074348846,0.8144927536231884,1.0385823423278848,0.9345,0.18055836833954567,0.9685,0.2505397222222222,1.0,1.3858097792032154,0.964,0.23544771064278283,1.0,1.302065907276305,0.9435,0.19661799623581114,0.6815,1.088726465691785,0.9400966183574879,0.18822810231266346,0.8144927536231884,1.0385823423278848,0.2170600032478711,0.7700253584161987,0.8999964635226041,0.8364252741965879,0.7985408110517733
small_sample,0.75,0.5,60,2000,0.015598356106678915,0.7521318110690492,0.4292666832012724,4.0,8.0,58,0.00670820393249937,0.7106453189390701,1.1433489441142244,0.14721577784275242,0.546,0.0,0.0,0.010366666666666666,0.0,-0.0006479908200823565,1.0,1.2887461544815706,1.0,1.2626795261460702,0.984,1.1508610119056142,0.9695,1.0901990078217823,0.942,0.2530356129099067,0.9915,0.3256490811111111,1.0,1.2887461544815706,0.989,0.31920646429211114,1.0,1.2626795261460702,0.9715,0.29113294366297154,0.984,1.1508610119056142,0.9615,0.27656941130446955,0.9695,1.0901990078217823,0.09027523979428152,0.4775306629573036,0.6876183234934156,0.911448625142821,0.8648145615781032
small_sample,0.75,0.5,200,2000,0.015598356106678915,0.7521318110690492,0.4292666832012724,4.0,8.0,191,0.00670820393249937,0.7023533486789663,1.140076958931185,0.1502413870555007,0.219,0.0,0.0,0.011285,0.0,0.0015962562781491646,1.0,1.2928334535518715,1.0,1.2646206509184261,0.987,1.1095118332537846,0.9765,1.057850700787625,0.952,0.24789515308117743,0.993,0.32016267555555555,1.0,1.2928334535518715,0.9915,0.3132295273193673,1.0,1.2646206509184261,0.9735,0.27488080726996933,0.987,1.1095118332537846,0.968,0.26251627865880933,0.9765,1.057850700787625,0.09634419254782264,0.6260269039432477,0.8024450414188161,0.8773423255234731,0.837387405408668
small_sample,0.75,0.15,60,2000,0.007993566879244693,0.7363266084844551,0.4240714879829864,4.0,8.0,58,0.00670820393249937,0.1291107113141519,0.8757446656059376,5.039127365074244,0.091,0.0,0.0008666666666666666,0.13364166666666666,0.051,0.6761918425437635,1.0,1.421306244984001,1.0,1.3277510364926528,0.7813487881981033,1.16378142675658,0.9077976817702845,1.0976211015540358,0.941,0.1652933352481703,0.9715,0.23604756000000005,1.0,1.4189265005157898,0.967,0.2206789052111582,0.9995,1.3257804039082477,0.9545,0.19270401980311813,0.78,1.1640308449671042,0.9510010537407798,0.18306126941784512,0.9077976817702845,1.0976211015540358,0.22234472274458406,0.6084495853923148,0.7669732007074201,0.8796514836007291,0.8306967068696016
small_sample,0.75,0.15,200,2000,0.007993566879244693,0.7363266084844551,0.4240714879829864,4.0,8.0,191,0.00670820393249937,0.10246457461481895,1.2200249470793771,10.13448209337021,0.0155,0.0,0.00106,0.1411875,0.1915,0.6750231841751706,1.0,1.4508701011181724,1.0,1.3482111296975248,0.7705627705627706,1.1304150208027535,0.8682745825602969,1.0511537687736645,0.939,0.1574434152297896,0.9825,0.22825861111111115,1.0,1.4482134308923629,0.976,0.21234835488938228,1.0,1.3463175434545722,0.955,0.17769862050448268,0.7685,1.1283211005460314,0.9455782312925171,0.1656388224964125,0.8682745825602969,1.0511537687736645,0.22733787168073652,0.7137053651191293,0.8858718520062623,0.8390653326936408,0.7822085658022966
low_signal,0.55,0.5,60,2000,0.0025661859842062845,0.5473690448275282,0.35374175711815325,12.0,28.0,58,0.00670820393249937,0.8412278152167264,1.3812726779910431,0.14028345466546938,0.9935,0.0,0.0,0.0,0.0,-0.003922940263461958,1.0,1.2682376354116274,1.0,1.2054468115465293,0.991,1.1118155216523278,0.9475,1.0722952825008647,0.9445,0.10248578547671787,0.9845,0.12977269781746031,1.0,1.2682376354116274,0.9725,0.12351841109875909,1.0,1.2054468115465293,0.9605,0.1141494667589301,0.991,1.1118155216523278,0.955,0.11024153657414959,0.9475,1.0722952825008647,0.23408655451626545,0.5831475270771013,0.7304804659870973,0.9229998873108376,0.8906603202965955
low_signal,0.55,0.5,200,2000,0.0025661859842062845,0.5473690448275282,0.35374175711815325,12.0,28.0,191,0.00670820393249937,0.8437368764034657,1.4153001355190014,0.142870763122702,0.9935,0.0,0.0,0.0,0.0,0.0026795456249372987,1.0,1.2384738932069814,1.0,1.1743281456369032,0.984,1.0613902537158655,0.9515,1.038565683987824,0.9505,0.10020807392607489,0.981,0.12404226587301587,1.0,1.2384738932069814,0.974,0.11766794690456377,1.0,1.1743281456369032,0.96,0.10643584694258874,0.984,1.0613902537158655,0.9585,0.10417765144674898,0.9515,1.038565683987824,0.26898436012198373,0.7425703380345189,0.838281316796589,0.9042258935247065,0.88498499601598
low_signal,0.55,0.15,60,2000,0.0011566644601909365,0.5449468930534979,0.3527285601231522,12.0,28.0,58,0.00670820393249937,0.630243464531696,1.4042275515906437,0.27949611705618504,0.9635,0.0,0.0,8.333333333333334e-06,0.0,0.4893787542896374,1.0,1.2639636709061224,1.0,1.1919205587822266,0.958,1.116433165711921,0.947,1.0672474868678783,0.9535,0.06797732077869903,0.9845,0.08583434987698413,1.0,1.2639636709061224,0.9795,0.08103682414726393,1.0,1.1919205587822266,0.971,0.0760323711897552,0.958,1.116433165711921,0.965,0.07276820113393868,0.947,1.0672474868678783,0.2729281339230869,0.5589045821637703,0.7452396133262043,0.936825682894802,0.8969235989795389
low_signal,0.55,0.15,200,2000,0.0011566644601909365,0.5449468930534979,0.3527285601231522,12.0,28.0,191,0.00670820393249937,0.585276173983353,1.417848329240754,0.284055231756251,0.954,0.0,0.0,0.0,0.0,0.4993126519150295,1.0,1.2410885373878724,1.0,1.1692211296563724,0.9545,1.0673289168002345,0.937,1.0351437526967167,0.959,0.06630258703695385,0.983,0.08225057557142858,1.0,1.2410885373878724,0.9795,0.07751877737211284,1.0,1.1692211296563724,0.9645,0.07080253530390963,0.9545,1.0673289168002345,0.962,0.06869746436334635,0.937,1.0351437526967167,0.2980954984843473,0.720729498259334,0.8542288526966504,0.9130713555049061,0.8860168504481871
low_signal,0.75,0.5,60,2000,0.0018834416777039488,0.7508309786404712,0.42884263975240783,12.0,28.0,58,0.00670820393249937,0.8510219841176193,1.4141377082072744,0.13986091900238443,0.9915,0.0,0.0,0.0,0.0,-0.004382735565316142,1.0,1.314621913187787,1.0,1.2372585777923721,0.9905,1.1323297501731522,0.944,1.08431930390464,0.9495,0.0879773311629234,0.987,0.11551705809523809,1.0,1.314621913187787,0.9815,0.1088747746359291,1.0,1.2372585777923721,0.968,0.09985716731318971,0.9905,1.1323297501731522,0.9615,0.0957443353152419,0.944,1.08431930390464,0.24589302954635373,0.5794007199550366,0.7319979938768199,0.9160165185484643,0.8777008139878195
