item,essround,min_n,K,m,nominal_rank,n_countries,zero_Dhat,nu_med,nu_q10,nu_q90,Fc_med,gamma_hat,gamma_lo,gamma_hi,t_lo,fallback,struct_R2_on_Dhat,struct_slope,skew_dev,kurt_dev,rho2_hat,w_certified,w_gaussian,w_sep_bonf,w_uncorrected,cert_over_unc,cert_over_sep,cert_over_gauss,dev_K,dev_m,dev_nominal_rank,dev_n_countries,dev_zero_Dhat,dev_nu_med,dev_nu_q10,dev_nu_q90,dev_Fc_med,dev_gamma_hat,dev_gamma_lo,dev_gamma_hi,dev_t_lo,dev_fallback,dev_struct_R2_on_Dhat,dev_struct_slope,dev_skew_dev,dev_kurt_dev,dev_rho2_hat,dev_w_certified,dev_w_gaussian,dev_w_sep_bonf,dev_w_uncorrected,dev_cert_over_unc,dev_cert_over_sep,dev_cert_over_gauss,ratio_med,ratio_q10,ratio_q90,Wshare_med,corr_med,nreg_med
happy,9,60,231,221,0.9525862068965516,29,3,39.0,11.0,231.0,0.0562036646846655,0.2886133215360481,0.1860352207510361,0.3911914223210601,0.2599015728341264,0,0.0065647457949349,-0.2886133215360481,0.6951876678297739,5.194805914505972,0.5118219688092666,0.0745253854810748,0.0849141494807278,0.0705360948359799,0.0828894043368809,0.8990942337839367,1.05655672679883,0.8776556785508303,231,221,0.9525862068965517,29,2,39.0,11.0,231.0,,1.139668083609716,1.037089982824704,1.242246184394728,1.161424459986667,0,0.15631816833785517,-1.139668083609716,0.6951876678297739,5.194805914505972,0.5045769523333651,0.060527369017389664,0.06573658349458353,0.06703368282057623,0.08288940433688091,0.7302184097184848,0.902939633786771,0.9207562334354799,0.9453555248078662,0.7895599253797211,1.3015581950964303,0.08777919106224999,-0.06477710862853582,12.0
happy,9,80,198,190,0.9547738693467336,29,2,46.5,15.0,243.6,0.0562036646846655,0.1195740315236028,0.037667702717797,0.2014803603294085,0.2172350512584381,0,0.0012474271987807,-0.1195740315236028,0.6282451044230071,6.211489300102235,0.4426758839348099,0.0750073177113572,0.0861083869316931,0.0768337710886909,0.082442855949098,0.9098097930725298,0.9762285079665636,0.8710802789844148,198,190,0.9547738693467337,29,2,46.5,15.0,243.60000000000002,,1.2093915527500738,1.127485223944268,1.2912978815558795,1.136289193080591,0,0.14470482517499295,-1.2093915527500738,0.6282451044230071,6.211489300102235,0.42839059916304967,0.06142608510320972,0.06472326536334938,0.06987094367958452,0.082442855949098,0.7450746871400902,0.8791363314756218,0.9490572633869807,0.9394730571564086,0.7624272155846648,1.2912957185521972,0.10036812461431323,-0.06924947976047591,12.0
happy,9,100,172,165,0.953757225433526,29,1,54.0,15.1,265.6000000000001,0.0562036646846655,0.0479760236237872,-0.0342254133924245,0.130177460639999,0.2620494377836717,0,0.0003016552864772,-0.0479760236237872,0.7809834870431146,5.762356981812719,0.4397368991460931,0.0686177511521281,0.0713534190162245,0.065164087781634,0.0770291968849936,0.8908018508173723,1.052999489259596,0.961660311421456,172,165,0.953757225433526,29,2,54.0,15.100000000000001,265.6000000000001,,1.1845596820107518,1.10235824499454,1.2667611190269636,1.222924446845745,0,0.12198034616531217,-1.1845596820107518,0.7809834870431146,5.762356981812719,0.4333841607127575,0.05374673300586016,0.05597402262073373,0.06424490976873609,0.07702919688499366,0.6977449484006077,0.8365913066005312,0.96020851261727,0.93173227245229,0.7409322574488276,1.3234660484856744,0.11310485600694514,-0.0730506773703564,11.0
happy,9,150,117,113,0.9576271186440678,29,1,79.0,13.6,338.8,0.0496920995781357,-0.3329920519944861,-0.4295482022411571,-0.2364359017478152,0.1917045177200916,0,0.0118627922176672,0.3329920519944861,1.4795622756534066,9.976458375746407,0.3240163279949091,0.0667817771311204,0.0721500514486021,0.0604983468173838,0.0713156834814661,0.9364248349169368,1.1038611903347268,0.9255956966114436,117,113,0.9576271186440678,29,2,79.0,13.600000000000001,338.8,,1.2727354103039752,1.1761792600573042,1.3692915605506462,0.9427717150233005,0,0.09976883562632544,-1.2727354103039752,1.4795622756534066,9.976458375746407,0.3152204559237062,0.05927702125955926,0.05843712424422475,0.0627923611606363,0.07131568348146611,0.8311919393574133,0.944016440278714,1.0143726616632323,0.9031975974975607,0.7125518388935201,1.255053538731525,0.1430501112262787,-0.08227965456386538,9.0
happy,10,40,217,208,0.9541284403669724,22,6,30.0,8.0,181.6,0.0792603409728685,0.192197346460536,0.0884869083555023,0.2959077845655696,0.2453570561922799,0,0.0016515792218129,-0.192197346460536,1.0897647873044454,4.4810909542431,0.5386912215151446,0.079987559832746,0.0977907601039801,0.0819643212835579,0.0900210678924481,0.8885426679042561,0.9758826594321056,0.8179459874091983,217,208,0.9541284403669725,22,1,30.0,8.0,181.60000000000002,,0.8979242134182124,0.7942187870031346,1.0016296398332902,0.9560491085438227,0,0.17032851738557186,-0.8979242134182124,1.0897647873044454,4.4810909542431,0.526103174141903,0.05811400698855687,0.07429668118898519,0.08167902163085541,0.09002106789244815,0.6455600710934473,0.7114924472430688,0.7821884646601486,0.9611500007899312,0.8050096077234735,1.335069381636475,0.06817661586826569,-0.04111921711408003,13.0
happy,10,60,186,178,0.9518716577540108,22,1,35.0,11.0,197.0,0.0821967713746828,0.309809148204294,0.2196891068210379,0.39992918958755,0.3441462499746606,0,0.016544641428472,-0.309809148204294,0.4408586975688285,3.241220968912472,0.5498844683353176,0.0675621638220183,0.0841271599739426,0.0643447188441173,0.0833972773329072,0.8101243347828024,1.0500032486845683,0.8030957403405152,186,178,0.9518716577540107,22,1,35.0,11.0,197.0,,0.9198599565780031,0.8297447508412225,1.009975162314784,1.181487692705335,0,0.15812221188773834,-0.9198599565780031,0.44085869756882856,3.2412209689124714,0.5259749526028523,0.05024215337545236,0.06491164294226542,0.06419534017440205,0.08339727733290728,0.6024435686898328,0.7826448654833433,0.7740083457776504,0.9525079849621729,0.7830684719523731,1.2811673412084894,0.08286861523826004,-0.06441589300279196,12.0
happy,10,80,153,147,0.9545454545454546,22,0,42.0,13.0,231.80000000000013,0.0851332017764971,0.6452975725713832,0.5604364280000834,0.730158717142683,0.5732464833934778,0,0.3698583527448882,-0.6452975725713832,0.5131388772158236,4.130871624066856,0.5173770054396442,0.0607567517074298,0.0756364880044079,0.0620849033349935,0.0769512070611976,0.789549040590245,0.9786074946368628,0.8032730407034377,153,147,0.9545454545454546,22,1,42.0,13.0,231.80000000000013,,1.043514660851958,0.9586583268638648,1.1283709948400515,1.5378023354357888,0,0.17008699545525818,-1.043514660851958,0.5131388772158236,4.130871624066856,0.487185692463267,0.04573003651326959,0.06001561956893477,0.06179137355375926,0.07695120706119761,0.5942731538558127,0.7400715323714869,0.7619689147879818,0.9369566117019006,0.7576339282672792,1.2668351589589477,0.09594722426892405,-0.06498326205743728,12.0
happy,10,100,134,129,0.9555555555555556,22,0,52.0,15.0,245.7,0.0851332017764971,0.6720263257487117,0.599541787044775,0.7445108644526484,0.7964512213425088,0,0.4016388544595383,-0.6720263257487117,-0.3468215788798527,2.187371373517946,0.5772190030467608,0.0526265470009463,0.0630778691490991,0.0580941940413508,0.0749258662623387,0.7023815622856393,0.9058830726438396,0.8343107925309161,134,129,0.9555555555555556,22,1,52.0,15.0,245.7,,1.1070655672854952,1.034587585960543,1.1795435486104475,3.1951489179712165,0,0.16761476930222574,-1.1070655672854952,-0.3468215788798527,2.187371373517946,0.5423674326600658,0.03338925108935586,0.0422516582310339,0.05739388730178245,0.07492586626233871,0.4456304979170975,0.5817562228150193,0.7902471166168671,0.9363081217675351,0.7471149673523277,1.2821345492976048,0.10074504918594523,-0.06544068745339142,12.0
happy,10,150,81,78,0.951219512195122,22,0,72.0,25.0,283.0,0.0792603409728685,0.7038340340229557,0.6244828946171687,0.7831851734287428,0.6846491555578107,0,0.4669046257145189,-0.7038340340229557,-0.444657749514586,3.448857911134197,0.5768804254444325,0.0408492593568273,0.0595815298419347,0.0474461068937671,0.0554011663417463,0.7373357287253768,0.8609612470057807,0.6856027273082328,81,78,0.9512195121951219,22,1,72.0,25.0,283.0,,1.2974099773012284,1.2180581443127991,1.3767618102896577,4.927793870175212,0,0.14481980779096437,-1.2974099773012284,-0.444657749514586,3.448857911134197,0.5336386359717723,0.025148086357073537,0.03450378868712304,0.04585081167365248,0.0554011663417463,0.4539270202714805,0.5484763614669995,0.7288499992019402,0.8969718644547338,0.6697831644548334,1.335069381636475,0.13655110165148032,-0.0737937608142653,10.0
happy,11,40,230,220,0.9523809523809524,24,10,44.5,14.0,192.39999999999992,0.0547616732661458,-0.0834516520944445,-0.1985672280866683,0.0316639238977792,0.2748376690147367,0,0.0001788166088209,0.0834516520944445,1.639419688636951,9.304998942738012,0.4913955522539905,0.0610387884841812,0.0789117223297851,0.0559225090364559,0.0672566587999301,0.9075501158294922,1.0914887321023103,0.7735072392551524,230,220,0.9523809523809523,24,1,44.5,14.0,192.39999999999992,,0.8342607210247982,0.7191451450325744,0.949376297017022,0.5980528982227795,0,0.13202982311457778,-0.8342607210247982,1.639419688636951,9.304998942738012,0.4704822330035739,0.056088455953846116,0.07089505850061321,0.055807739447820345,0.06725665879993015,0.8339465110910976,1.0050300640879433,0.7911476080291403,0.9530631482939829,0.7886215555837024,1.1925180753840525,0.07339575708586074,-0.049810041122209096,12.5
happy,11,60,191,183,0.953125,24,6,52.0,16.0,217.0,0.0547616732661458,0.2189302834792388,0.1058873096387027,0.331973257319775,0.2762582848492718,0,0.0015527954896131,-0.2189302834792388,1.857856032621814,11.05201563985739,0.4394935749113238,0.0613014943134213,0.0789908282860025,0.0559265943066103,0.0668241752443077,0.9173550453754864,1.0961063349815974,0.7760583809992058,191,183,0.953125,24,1,52.0,16.0,217.0,,0.9485213062667961,0.83547833242626,1.0615642801073322,0.598045997967604,0,0.14129848201016937,-0.9485213062667961,1.857856032621814,11.05201563985739,0.41135038993075934,0.05794020118088176,0.071461780306892,0.05605951313922022,0.06682417524430775,0.8670544899215534,1.0335480623420858,0.810785862485626,0.9351858140872348,0.7797549915243702,1.1903338200295375,0.08814401467792644,-0.051249432939317816,12.0
happy,11,80,160,153,0.9503105590062112,24,3,62.0,20.9,244.5999999999999,0.0547616732661458,0.531251299395363,0.4409194220549013,0.6215831767358246,0.3647071162317374,0,0.0130445299782864,-0.531251299395363,2.4028858270058624,14.32644617253168,0.4051887308896552,0.0583666235589145,0.0749714731634993,0.0544331668504581,0.0653208216870617,0.8935378038956199,1.0722621323734949,0.7785177627712793,160,153,0.9503105590062112,24,1,62.0,20.9,244.5999999999999,,1.0897359219853961,0.9994040446449345,1.1800677993258577,0.6947528769495702,0,0.14582249905372302,-1.0897359219853961,2.4028858270058624,14.326446172531679,0.36800023486802325,0.05255663769841493,0.06777006681638922,0.054609632923137176,0.06532082168706173,0.8045924154200431,0.9624059874635703,0.7755140310073423,0.9274583833827881,0.7721694184816635,1.1735442099079003,0.09841415970302611,-0.05997879985543486,12.0
happy,11,100,137,132,0.9565217391304348,24,2,72.0,30.0,268.4000000000001,0.0547616732661458,0.7036055638955194,0.6238817268836512,0.7833294009073877,0.4277521782837921,0,0.0263016711753137,-0.7036055638955194,2.717347780866077,17.57380913788516,0.3685019954119853,0.0580154837491125,0.0723411377213624,0.0549934974761187,0.0668241752443077,0.8681810667622785,1.0549517017772176,0.8019708505632268,137,132,0.9565217391304348,24,1,72.0,30.0,268.4000000000001,,1.2221717761828792,1.142447939171011,1.3018956131947474,0.7700702688228663,0,0.14811681411456534,-1.2221717761828792,2.717347780866077,17.57380913788516,0.33209370928125415,0.053285431092991616,0.06541874531533466,0.05522531168081443,0.06682417524430775,0.7973975121755146,0.96487334287881,0.814528478590388,0.9185187946285586,0.7483155559287731,1.149482510411291,0.11030913281305914,-0.06569999902843972,11.0
happy,11,150,96,93,0.9587628865979382,23,0,79.0,38.0,284.0,0.0564629748710455,0.5376865620304704,0.4810858307048831,0.5942872933560577,0.2258368494430248,0,0.2216639590176249,-0.5376865620304704,2.8062876503494687,16.864217337138626,0.2839320856764097,0.06243088950083,0.0877772910837848,0.0586653699895564,0.0688705350347865,0.9064963626214926,1.0641864103464092,0.7112419252177508,96,93,0.9587628865979382,23,1,79.0,38.0,284.0,,1.4790515993041708,1.4224508679785837,1.535652330629758,0.9030277709620915,0,0.15520160461423915,-1.4790515993041708,2.8062876503494687,16.864217337138626,0.25303797726971167,0.057602557312160865,0.06693933444708602,0.06015256051337624,0.06887053503478652,0.8363889910694872,0.9576077364046984,0.8605188233189611,0.885874376917012,0.725731407610563,1.170597904400406,0.1400786228893381,-0.07244934184216838,9.5
