item,essround,min_n,K,m,nominal_rank,n_countries,zero_Dhat,nu_med,nu_q10,nu_q90,Fc_med,gamma_hat,gamma_lo,gamma_hi,t_lo,fallback,struct_R2_on_Dhat,struct_slope,skew_dev,kurt_dev,rho2_hat,w_certified,w_gaussian,w_sep_bonf,w_uncorrected,cert_over_unc,cert_over_sep,cert_over_gauss,dev_K,dev_m,dev_nominal_rank,dev_n_countries,dev_zero_Dhat,dev_nu_med,dev_nu_q10,dev_nu_q90,dev_Fc_med,dev_gamma_hat,dev_gamma_lo,dev_gamma_hi,dev_t_lo,dev_fallback,dev_struct_R2_on_Dhat,dev_struct_slope,dev_skew_dev,dev_kurt_dev,dev_rho2_hat,dev_w_certified,dev_w_gaussian,dev_w_sep_bonf,dev_w_uncorrected,dev_cert_over_unc,dev_cert_over_sep,dev_cert_over_gauss,ratio_med,ratio_q10,ratio_q90,Wshare_med,corr_med,nreg_med
trstprl,11,40,230,220,0.9523809523809524,24,0,44.5,14.0,190.2,0.4577938757363705,0.5178874770251816,0.4020845043843244,0.6336904496660387,0.3082504288949615,0,0.4670503531643286,-0.5178874770251816,0.017404865257393,0.7735118338662423,0.3817658687464262,0.1595035040475312,0.18357575316438,0.165506574213624,0.1838449957696531,0.8675977465678727,0.9637291135133732,0.8688702146013058,230,220,0.9523809523809523,24,1,44.5,14.0,190.2,,0.9512646020048198,0.8354616293639626,1.0670675746456768,0.5105163375315196,0,0.17797002812176377,-0.9512646020048198,0.017404865257393064,0.7735118338662423,0.3679655622714231,0.15563226779248593,0.17390341298465747,0.16227788957475625,0.18384499576965319,0.846540680321176,0.9590478912457825,0.8949350971404828,0.9348813558662818,0.8009290756323465,1.0415561774503213,0.07409037790008147,-0.06457013136679493,12.5
trstprl,11,60,189,181,0.9526315789473684,24,0,52.0,16.8,218.80000000000032,0.4577938757363705,0.5197817582314349,0.4052305324771956,0.6343329839856742,0.2797075421389985,0,0.4608578073865453,-0.5197817582314349,0.2063164078520857,0.4063882644698227,0.3462784555957838,0.1571130700517177,0.1812169875421671,0.1583668649605557,0.1714883514188321,0.9161734237446536,0.992082971970492,0.8669886426357206,189,181,0.9526315789473684,24,1,52.0,16.8,218.80000000000032,,1.0388967595565302,0.9243455338022909,1.1534479853107693,0.5108295719090364,0,0.16655219889579498,-1.0388967595565302,0.20631640785208574,0.4063882644698227,0.3258029291187245,0.14202766149488513,0.16898526287056878,0.15935345198868836,0.17148835141883212,0.8282058829057486,0.8912744576437974,0.8404736548160928,0.9203662248409318,0.7859079363302387,1.0314838003217748,0.08814658134397674,-0.06741880406275312,12.0
trstprl,11,80,159,152,0.95,24,0,63.0,20.0,245.6000000000001,0.4577938757363705,0.5813625987125313,0.4894749016821079,0.6732502957429546,0.3058999105429502,0,0.5543237428741112,-0.5813625987125313,0.2922127856911434,0.4964943085430628,0.345711124412266,0.1471127749562465,0.1707679862105941,0.1524935483960693,0.1663152003426098,0.8845419700255521,0.9647147469750824,0.8614774831087157,159,152,0.95,24,1,63.0,20.0,245.60000000000014,,1.2038134011964974,1.1119257041660742,1.2957010982269206,0.6470849361807336,0,0.17052824631740393,-1.2038134011964974,0.29221278569114345,0.49649430854306287,0.31670055998868946,0.12445987238475631,0.15560407725921083,0.15215950458861496,0.16631520034260988,0.7483373265243859,0.8179566088970348,0.7998496863126962,0.9064264903962272,0.7694590342869422,0.9904832216241708,0.1003591473227956,-0.08198659831364821,12.0
trstprl,11,100,136,131,0.9562043795620438,24,0,71.5,30.0,263.0,0.4516771131129516,0.6044634224310083,0.5237912976612764,0.6851355472007401,0.3020060791049535,0,0.564558997131269,-0.6044634224310083,0.5333195355450207,0.2545543046025167,0.3434444558345937,0.1453858459653275,0.1658574582814729,0.1404539759294472,0.1663152003426098,0.8741584994386095,1.035113780177769,0.8765710476437936,136,131,0.9562043795620438,24,1,71.5,30.0,263.0,,1.3492935335875365,1.2686214088178045,1.4299656583572684,0.7332056876030748,0,0.167762836877841,-1.3492935335875365,0.5333195355450207,0.2545543046025167,0.3112144123974296,0.11396044566425481,0.14891325513913026,0.14146122793467555,0.16631520034260988,0.685207638444928,0.8055949133771118,0.7652807371498334,0.8962777542640046,0.7513983717628914,0.9882937667977996,0.11114373440566358,-0.09348475594750476,11.0
trstprl,11,150,94,91,0.9578947368421052,23,0,79.5,38.0,278.7,0.4516771131129516,0.618550262481538,0.5607312677105828,0.6763692572524932,0.2297825962343891,0,0.6179927777179598,-0.618550262481538,0.6203975876328788,0.4907259601277665,0.2735486274947427,0.158511215266981,0.1759142790192089,0.160857926438157,0.1663152003426098,0.9530771387128018,0.9854112804812372,0.9010707723713116,94,91,0.9578947368421052,23,1,79.5,38.0,278.7,,1.6089781761567745,1.5511591813858192,1.6667971709277298,0.8299341682828844,0,0.16587913985677838,-1.6089781761567745,0.6203975876328788,0.4907259601277665,0.24151045839327964,0.11498356164145095,0.14898314746543567,0.16140502675105253,0.16631520034260988,0.6913593069339689,0.7123914536986446,0.7717890486112016,0.8684651236380924,0.7336903693259852,0.9746038390948524,0.14172571884981033,-0.1113764846303361,9.0
stflife,9,40,277,265,0.9532374100719424,29,3,30.0,8.0,210.6,0.102632975623425,0.6413226804238895,0.5426417598032544,0.7400036010445247,0.3257817223808984,0,0.0421277736686662,-0.6413226804238895,0.2459739545283787,4.550794253703822,0.4522093951894036,0.1078512628293814,0.1217493150074133,0.1062597969445095,0.1303320899249324,0.8275111900031734,1.014977121457356,0.8858469784640216,277,265,0.9532374100719424,29,2,30.0,8.0,210.60000000000002,,1.1448711570645198,1.0461902364438846,1.243552077685155,0.9662948670816979,0,0.19098847296242194,-1.1448711570645198,0.24597395452837878,4.550794253703822,0.4393384520252819,0.09295578047177701,0.1009273575461897,0.10553252557267868,0.13033208992493245,0.7132225112427559,0.8808258872546335,0.9210166869694921,0.9615750425703689,0.8075774214326116,1.1761024370583606,0.07254220706454612,-0.05642006514088962,14.0
stflife,9,60,230,220,0.9523809523809524,29,1,38.5,11.900000000000002,231.0,0.0877962656940117,0.561472835314488,0.4584508806869787,0.6644947899419973,0.3261604912463987,0,0.0598380425491469,-0.561472835314488,0.9246012232218858,6.806288686006232,0.4463031341967371,0.0959603317914769,0.1063927739678911,0.0924989192926118,0.1123143324557013,0.8543907949533096,1.03742111286636,0.9019440720705086,230,220,0.9523809523809523,29,2,38.5,11.900000000000002,231.0,,1.1445206498616005,1.0414986952340912,1.2475426044891098,0.9025313913858971,0,0.15460572180318166,-1.1445206498616005,0.9246012232218858,6.806288686006232,0.4348164927594922,0.0833414063455375,0.09148156431211939,0.09272315849790161,0.1123143324557013,0.7420371427520951,0.8988197522135052,0.9110185967217497,0.9507526169432002,0.790336197457361,1.1985787180349161,0.08809885091198413,-0.06498652271629946,12.0
stflife,9,80,198,190,0.9547738693467336,29,0,46.5,15.0,244.3,0.086466213494558,0.5678004823327705,0.4865353206640348,0.6490656440015061,0.2985206384493711,0,0.1739800849632155,-0.5678004823327705,0.8373015109556626,7.691769639728365,0.3972639522984012,0.0973650383393736,0.1067240591255781,0.0927513901512448,0.1123143324557013,0.8668977165294209,1.0497420920657423,0.9123063640674304,198,190,0.9547738693467337,29,2,46.5,15.0,244.3,,1.239898709819874,1.1586335481511383,1.3211638714886096,1.0140018087489595,0,0.1491092876574065,-1.239898709819874,0.8373015109556626,7.691769639728365,0.3808283320353273,0.08064553944403967,0.08621943564948868,0.09305453000313509,0.1123143324557013,0.7180342675842164,0.8666481840413642,0.9353522072667142,0.9348560662388673,0.7842700589831892,1.1809276252017027,0.09978587489163172,-0.07134800396202917,12.0
stflife,9,100,171,164,0.9534883720930232,29,0,54.0,15.0,267.0,0.0851361612951043,0.4667462275669959,0.3843832078256243,0.5491092473083676,0.3691629519884962,0,0.1271333188029618,-0.4667462275669959,0.6775207628786801,3.4944347475583104,0.4501125567361661,0.081930783691166,0.0850103411652,0.0759399027301672,0.0939688752955457,0.8718927776189916,1.0788897634262966,0.963774319314288,171,164,0.9534883720930233,29,2,54.0,15.0,267.0,,1.2407797659983482,1.1584167462569765,1.3231427857397198,1.347815435449776,0,0.13005319253294156,-1.2407797659983482,0.6775207628786801,3.4944347475583104,0.4334126633498001,0.05664215640608583,0.06846234344751848,0.07761274743052166,0.09396887529554579,0.6027757193851475,0.7298048101800734,0.8273476126260021,0.9194495836176853,0.7719512092037604,1.1807385823701644,0.1132338334353141,-0.07425016287297855,11.0
stflife,9,150,117,113,0.9576271186440678,29,0,79.0,13.6,338.8,0.0840720006027745,0.3309836755938064,0.2342973480409224,0.4276700031466904,0.2843828745724472,0,0.0638580681682925,-0.3309836755938064,1.047909836914786,5.135931438467798,0.3955283240956337,0.0650607282412406,0.0809206576845628,0.0622372968912077,0.0744705979313456,0.8736431564739162,1.0453655844817349,0.8040064194096664,117,113,0.9576271186440678,29,2,79.0,13.600000000000001,338.8,,1.3684393478371477,1.2717530202842637,1.4651256753900317,1.3225981713568997,0,0.11077719024224786,-1.3684393478371477,1.047909836914786,5.135931438467798,0.3780045823368311,0.051125046514261856,0.06522365203384754,0.06417560339059399,0.07447059793134561,0.6865131734459013,0.7966430202938316,0.783842132724042,0.8804011970982027,0.7295409526319105,1.1714662917465564,0.14154891520983234,-0.09141140157380223,9.0
stflife,10,40,217,208,0.9541284403669724,22,3,30.0,8.0,181.6,0.1034857136505916,0.8368650847739142,0.7331210651649971,0.9406091043828312,0.7103646944214765,0,0.0576886094805542,-0.8368650847739142,1.178311313904585,4.527295358503636,0.4508316110698743,0.0804264250205266,0.0952454040358461,0.1055850514841629,0.1100143272633321,0.7310541001447616,0.7617217010363446,0.8444126604813147,217,208,0.9541284403669725,22,1,30.0,8.0,181.60000000000002,,1.0337877665544088,0.9300378181593892,1.1375377149494283,1.1171466682818287,0,0.22503715037019412,-1.0337877665544088,1.1783113139045853,4.527295358503636,0.4379329009950517,0.06971812421082761,0.08555085759049352,0.10528206185001325,0.11001432726333218,0.6337185887066247,0.6622032565257824,0.8149319150551069,0.9659040404136414,0.8063652737070511,1.1872488434347157,0.06837330401403369,-0.05582838647042746,13.0
stflife,10,60,186,178,0.9518716577540108,22,1,35.0,11.0,197.5,0.1034857136505916,0.7944051958729227,0.7039909868316045,0.8848194049142408,0.8618248418435105,0,0.1104582004162832,-0.7944051958729227,0.4423281005623138,1.5437466044148982,0.566192923868078,0.0649246937081415,0.079695656038325,0.0884776024177272,0.0977561838921901,0.6641492243574423,0.7337980679179588,0.8146578739112172,186,178,0.9518716577540107,22,1,35.0,11.0,197.5,,1.0657072777218368,0.9752963749319131,1.1561181805117604,1.527773363284206,0,0.2084906274885494,-1.0657072777218368,0.4423281005623138,1.5437466044148982,0.5419816478214621,0.05607440810850515,0.07135006431332061,0.08671158842213615,0.09775618389219012,0.5736149456319459,0.6466772103806855,0.7859055019525246,0.9543372775493222,0.797786957493349,1.1718570960738155,0.08277735785575102,-0.06590864291970457,12.0
stflife,10,80,153,147,0.9545454545454546,22,0,42.0,13.0,231.80000000000013,0.1034857136505916,0.7000043690210428,0.615272854331198,0.7847358837108875,0.5863676692710831,0,0.4687526133815326,-0.7000043690210428,0.4010539865209562,2.107399702833571,0.5180004858271797,0.0713119747941708,0.0844461916835998,0.0946393573987908,0.0987075077878155,0.7224574542745532,0.7535128804148233,0.8444664391895864,153,147,0.9545454545454546,22,1,42.0,13.0,231.80000000000013,,1.0962033171819034,1.0114753857295922,1.1809312486342147,1.3736411693572093,0,0.18621125371343494,-1.0962033171819034,0.4010539865209562,2.107399702833571,0.486861345820176,0.05922844602809445,0.07213815839510482,0.09367838913678452,0.09870750778781551,0.600039929641559,0.632253036947636,0.8210418361901736,0.9260908880921601,0.7680684706723255,1.1785257206293538,0.0959428172391174,-0.06590864291970457,12.0
stflife,10,100,134,129,0.9555555555555556,22,0,51.0,15.0,243.8,0.1034857136505916,0.7201175040494481,0.6472545744859597,0.7929804336129365,0.657839580565882,0,0.4997110385317478,-0.7201175040494481,0.3669441111408921,2.04062642951976,0.5314708984193627,0.0647096661711984,0.0779865435942845,0.0869071338132579,0.0977561838921901,0.6619495933123081,0.7445840557835403,0.8297542523213054,134,129,0.9555555555555556,22,1,51.0,15.0,243.8,,1.148763439395944,1.07589146515398,1.2216354136379082,1.7243665604423009,0,0.17900210530703753,-1.148763439395944,0.36694411114089215,2.04062642951976,0.49370613130536517,0.04737057034713709,0.06441835602623099,0.08504184897073559,0.09775618389219012,0.4845787597373836,0.5570265806830957,0.7353582622916971,0.918357917407508,0.759849250400009,1.1726362799080075,0.10117964879762656,-0.07068570391838333,12.0
stflife,10,150,80,77,0.9506172839506172,22,0,75.0,24.9,286.0000000000002,0.0775618336732297,0.7933762372546715,0.7133596595190608,0.8733928149902823,1.071053022188999,0,0.5724975331022282,-0.7933762372546715,-0.3044511730351038,1.0769857304087935,0.6802434897105776,0.045561100627347,0.0552930352117877,0.0655863003787574,0.0704434552310586,0.6467754950109134,0.6946740457112855,0.823993482232171,80,77,0.9506172839506173,22,1,75.0,24.9,286.0000000000002,,1.3578054448901706,1.2777837484832157,1.4378271412971255,5.741101452189193,0,0.1541905945843004,-1.3578054448901706,-0.30445117303510383,1.0769857304087935,0.6116498766490984,0.029725315928479375,0.03646475611372778,0.06471624955052066,0.07044345523105862,0.42197413274204987,0.4593176541430193,0.8151793429187032,0.8869049934918177,0.6851924386186407,1.1780501886464785,0.13743364044733214,-0.0784252222592412,10.0
stflife,11,40,230,220,0.9523809523809524,24,5,44.5,14.0,193.19999999999996,0.0788383225129437,0.1527162678936226,0.0372363216329178,0.2681962141543274,0.233568373746411,0,0.0011036421063947,-0.1527162678936226,0.9267767457479648,5.687448947192351,0.4084686265246136,0.1065726246567441,0.1127317294437331,0.1021405788574724,0.1186333035774936,0.8983364826145027,1.0433916260202154,0.945364940133708,230,220,0.9523809523809523,24,1,44.5,14.0,193.19999999999993,,0.9059160341624157,0.7904360879017109,1.0213959804231205,0.49066255672898546,0,0.15542306045315846,-0.9059160341624157,0.9267767457479648,5.687448947192351,0.389544775298749,0.09795864839229504,0.10408033357791663,0.10506060238221394,0.11863330357749367,0.8257263806896051,0.9324013585598743,0.9411830748886025,0.9526123140828483,0.7757660852080278,1.1146905695070268,0.07368039912903357,-0.050790466446009944,12.5
stflife,11,60,189,181,0.9526315789473684,24,2,52.0,16.8,220.20000000000027,0.0788383225129437,0.4099522967861609,0.2960832595867719,0.52382133398555,0.2955483235684973,0,0.0142121890653336,-0.4099522967861609,1.3848888961231922,7.750518597114857,0.4024632578688035,0.0964198705334756,0.1037070876963766,0.0857098810737187,0.1065468566941268,0.9049527459104344,1.1249562982189332,0.929732698846623,189,181,0.9526315789473684,24,1,52.0,16.8,220.20000000000027,,1.0299753321195146,0.9161062949201256,1.1438443693189038,0.5841502188013237,0,0.16366036095816938,-1.0299753321195146,1.3848888961231922,7.750518597114857,0.37498453576718555,0.08643527812487696,0.09631248574540052,0.08698568230474932,0.10654685669412686,0.8112419343633391,0.9936724738452467,0.8974462392484222,0.9430474150320943,0.7574796677094611,1.0793543316736292,0.08815479990311385,-0.054514278033253157,12.0
stflife,11,80,160,153,0.9503105590062112,24,0,62.0,20.9,246.49999999999991,0.0779385963493252,0.5045868043105709,0.4143090048887908,0.5948646037323511,0.3509361206124504,0,0.1864693863872785,-0.5045868043105709,1.7500412166832149,10.492104424240278,0.4048339270506489,0.0762337271817831,0.0956477621241787,0.0755436206015071,0.089209584222737,0.8545463791361697,1.0091352065837076,0.7970257274060366,160,153,0.9503105590062112,24,1,62.0,20.9,246.49999999999991,,1.1403636359326164,1.0500858365108363,1.2306414353543964,0.7117272731890981,0,0.15760273069028674,-1.1403636359326164,1.7500412166832147,10.492104424240278,0.3713844052644934,0.07001933227844649,0.08747119300602997,0.07604123301459745,0.08920958422273703,0.7848857596244745,0.9208074291089553,0.8004844780569026,0.9311356039357297,0.7482270119522572,1.0830989491230367,0.09846089403570663,-0.06826494295531703,12.0
stflife,11,100,138,133,0.9568345323741008,24,0,70.0,29.700000000000003,267.7,0.0770388701857067,0.5296386877842364,0.4269585529673476,0.6323188226011252,0.3243231819972386,0,0.2293581510449855,-0.5296386877842364,2.1687747529346333,12.521720213413056,0.3804525589924551,0.0763577954613377,0.0966180783095526,0.0757658092921142,0.089209584222737,0.8559371296999753,1.0078133682561363,0.7903054666094332,138,133,0.9568345323741008,24,1,70.0,29.700000000000003,267.7,,1.2241647452730637,1.121484610456175,1.3268448800899524,0.685189181722521,0,0.15416135068312342,-1.2241647452730637,2.1687747529346333,12.521720213413056,0.3464752927305136,0.06963963663768671,0.08873982894791338,0.0757917459817029,0.08920958422273703,0.7806295393532113,0.9188287686959821,0.7847618984995149,0.9121317575811021,0.7391056069294031,1.0353717551356771,0.10873879823725982,-0.06826494295531703,11.5
stflife,11,150,96,93,0.9587628865979382,23,0,79.0,38.0,281.0,0.0788383225129437,0.5279838807351697,0.4710167718329184,0.584950989637421,0.2107094911622213,0,0.261592374545689,-0.5279838807351697,2.3044263522393407,12.562087119164454,0.2498837867920379,0.0864692153328126,0.1120929602788212,0.0866532516552268,0.0939054504383322,0.9208114643952112,0.9978761752282946,0.7714062963251941,96,93,0.9587628865979382,23,1,79.0,38.0,281.0,,1.4893036443364203,1.432336535434169,1.5462707532386715,0.7480655436009281,0,0.15495947909452168,-1.4893036443364203,2.3044263522393407,12.562087119164454,0.21947162705908949,0.08091189990692621,0.0919601135244251,0.08664911498287207,0.09390545043833223,0.8616315616318896,0.9337879552828677,0.8798586344223638,0.8737085241524106,0.7314742768127059,1.0292328936115158,0.14090666210566144,-0.08064532681833018,9.5
happy,9,40,276,264,0.9530685920577616,29,6,30.0,8.0,211.0,0.0562036646846655,0.2454197152710223,0.1465489722466848,0.3442904582953599,0.1642039287228628,0,0.0033395226684904,-0.2454197152710223,0.6367303420228302,7.202430126543858,0.4020874080628549,0.1017179380648799,0.1121710885349124,0.0991590433968229,0.111432615704186,0.912820159717914,1.0258059636357797,0.9068106532033966,276,264,0.9530685920577617,29,2,30.0,8.0,211.0,,1.1116245640616458,1.0127538210373082,1.2104953070859834,0.842766229561348,0,0.18019733876149013,-1.1116245640616458,0.6367303420228302,7.202430126543858,0.3983564054870236,0.06783336220610636,0.08461026740218452,0.09890552235958067,0.111432615704186,0.6087388488320138,0.6858399873719039,0.8017154925615445,0.9589587242775728,0.8001798789158462,1.2905970013359802,0.07263523121887094,-0.05758929077201581,14.0
