block,K,Dbar_over_A,sigma_e,reps,bias,sd_realised,se_Dsm_ratio,se_Dsm_cov,se_Dsm_t_mean,se_Dsm_t_sd,se_Dsm_t_q025,se_Dhat_ratio,se_Dhat_cov,se_Dhat_t_mean,se_Dhat_t_sd,se_Dhat_t_q025,se_Dtrue_ratio,se_Dtrue_cov,se_Dtrue_t_mean,se_Dtrue_t_sd,se_Dtrue_t_q025,se_jk_ratio,se_jk_cov,se_jk_t_q025,jk_reps,z_ref,ks_normal_p,boot_reps,B,boot_mc_se,boot_basic_cov,boot_pct_cov,boot_stud_cov,AU_pivot_mean,AU_boot_pct_mean,AU_boot_stud_mean,AU_normal_Dhat_mean,pct_over_pivot,pivot_cov_here
diagnosis,60,4.0,0.0,20000,0.06206965583404078,0.5677457695830087,0.9783375868811047,0.92935,-0.14560869701306034,1.1219517531126588,-2.9068207438939226,1.0068930384962957,0.93845,-0.12496237965176756,1.0675570102903755,-2.691721981925586,0.9655779051095491,0.994,0.11639260544906428,1.0273382520229846,-1.622175576361788,0.9917325376175684,0.9255,-2.9025362100029275,2000,-1.959963984540054,2.2013196171380898e-07,400,2000,0.007806247497997998,0.895,0.9525,0.9325,5.457779598216629,2.410835414419585,2.6775587569219295,2.2457867007343246,0.4433368005440667,1.0
diagnosis,60,4.0,0.6,20000,0.09959639908537299,0.7006778709827297,0.891056528054561,0.9107,-0.15843001213624017,1.223425316487002,-3.24728372680977,1.0119434049925333,0.9519,-0.06745509327827567,0.996274105118528,-2.302503585351686,0.9564146560515936,0.99645,0.15041925667346212,1.0290096064454872,-1.5433612126006842,0.9721679773648053,0.9185,-3.179894593110463,2000,-1.959963984540054,3.1309433654659425e-09,400,2000,0.007806247497997998,0.905,0.96,0.93,5.662290286451533,2.7324282276591645,3.0386345120875466,2.491039462774057,0.4749468611908762,1.0
diagnosis,200,4.0,0.0,20000,0.03281441937881602,0.3405444569740931,1.0040296609142985,0.955,-0.03759535546889373,1.03750347955322,-2.3717283049161932,1.0397443774598767,0.96145,-0.028241563386371463,0.9937298783592302,-2.2407631788408935,1.0006589144282954,0.98935,0.10340198683803682,0.9913603223681376,-1.7167595618591407,1.0322490687952888,0.9545,-2.353461788279951,2000,-1.959963984540054,0.0001758008109877522,400,2000,0.007806247497997998,0.9525,0.9725,0.9675,4.700233032914183,1.7874098158010128,1.8607342669282856,1.722059078716414,0.38125185876367934,1.0
diagnosis,200,4.0,0.6,20000,0.05244462825440466,0.3656937629608625,0.9493926804288649,0.949,-0.0053015817608179925,1.1031427838772263,-2.488022785226764,1.0273804862330256,0.9625,0.007100157344926754,1.0048799448855554,-2.202986128713459,0.9886295426218065,0.9929,0.15964352678832744,0.9977891322882217,-1.5905005408103752,1.0375985754450112,0.9585,-2.356947811101866,2000,-1.959963984540054,0.009326955440647083,400,2000,0.007806247497997998,0.9325,0.9875,0.98,4.393031338188888,1.8530776427363644,1.919751537364666,1.7423408066093196,0.42392765503137325,1.0
