block,K,Dbar_over_A,sigma_e,reps,cov_oracle,cov_conformal,cov_normal_model,w_conformal,w_normal,normal_over_conformal,guarantee
normal_compare,60,4.0,0.0,20000,0.95255,0.9993,0.99995,4.041262083523181,4.570903601346556,1.1445207864120228,0.8999999999999999
normal_compare,60,4.0,0.6,20000,0.9512,0.99965,1.0,4.15261622261105,4.640733999733475,1.1306340710517417,0.8999999999999999
normal_compare,200,4.0,0.0,20000,0.9493,0.9998,0.99995,3.940787396159573,4.221896796624475,1.0745320219979788,0.8999999999999999
normal_compare,200,4.0,0.6,20000,0.94935,0.99975,0.9999,3.9046660262928636,4.161867842990047,1.0693359158289772,0.8999999999999999
