m,rho,nu,reps,D,K_naive,K_known,K_eff,rse_bound,rse_bound_known,score_var_check,oracle_bias,oracle_bias_mc,oracle_var_ratio,equal_bias,equal_bias_mc,equal_var_ratio,plug_bias,plug_bias_mc,plug_bias_pred,plug_var_ratio,plug_rmse,equal_rmse,oracle_rmse,plug_at_zero,equal_at_zero,gate_open_plug,gate_open_equal,gate_open_true
30,0.66,100.0,2000,0.7717930545712262,30.0,9.5564208,9.538322085654174,0.4579088172273078,0.45747499955202187,0.9999999999999998,-0.016164477979327407,0.010174052433808428,0.987324528345675,-0.016164477979327407,0.010174052433808428,0.987324528345675,-0.0043022770957422685,0.010158550357062904,0.013447722182849045,0.9843180724128882,0.4542109687764236,0.4551708084413858,0.4551708084413858,0.002,0.0025,0.0,0.0,0.0
30,0.66,-1.0,2000,0.7717930545712262,30.0,9.5564208,9.5564208,0.45747499955202187,0.45747499955202187,1.0,-0.0172388450489257,0.009933052346291642,0.9428893127583746,-0.01723884504892559,0.009933052346291644,0.9428893127583748,-0.016919714745080694,0.00991576269666233,0.0,0.9396097492737269,0.44365826275438486,0.44444298855764,0.4444429885576399,0.0025,0.0025,0.0,0.0,0.0005
30,0.9,5.0,2000,4.263157894736843,30.0,1.0829999999999995,0.9573734552076518,1.4453542604271143,1.358941524985059,1.0,-0.011991328817281599,0.03262603116533882,1.0190837468384557,-0.011991328817281155,0.03262603116533883,1.0190837468384564,1.481901011159212,0.03071903401028278,2.7625263157894744,0.9034341257390056,2.0204962382726652,1.4587649410581969,1.4587649410581962,0.0215,0.259,0.0,0.0,0.0
30,0.9,10.0,2000,4.263157894736843,30.0,1.0829999999999995,1.0163192912979417,1.402813424241358,1.358941524985059,0.9999999999999998,-0.009445978823262924,0.03239250245810835,1.0663976270726963,-0.009445978823262702,0.03239250245810836,1.0663976270726967,0.9365160793595046,0.03018252603161831,1.3812631578947372,0.9258515052356961,1.642595853312641,1.4483053487775093,1.4483053487775093,0.071,0.2575,0.0,0.0,0.0
30,0.9,25.0,2000,4.263157894736843,30.0,1.0829999999999995,1.055304586433635,1.3766580702156714,1.358941524985059,0.9999999999999998,-0.020630589816988953,0.03101241940512729,1.0149604581564957,-0.020630589816989175,0.031012419405127282,1.0149604581564955,0.510035478177636,0.028130232154059652,0.5525052631578949,0.835073031177496,1.357190038690762,1.386724257304915,1.3867242573049154,0.1415,0.2465,0.0,0.0,0.0
30,0.9,100.0,2000,4.263157894736843,30.0,1.0829999999999995,1.0759407527213942,1.3633922443005984,1.358941524985059,1.0,-0.028869350766968394,0.03074408845658481,1.0169780966612998,-0.028869350766968616,0.030744088456584804,1.0169780966612993,0.21401732167973098,0.027096578424941595,0.13812631578947374,0.7899821282695711,1.2302513215171311,1.3748767910221271,1.3748767910221276,0.2305,0.2615,0.0,0.0,0.0
30,0.9,-1.0,2000,4.263157894736843,30.0,1.0829999999999995,1.0829999999999997,1.3589415249850587,1.358941524985059,1.0,0.03245570233745876,0.03080197535005275,1.0275089053588737,0.03245570233745898,0.03080197535005276,1.027508905358874,0.18497042764067095,0.02646896621512845,0.0,0.7587564848149131,1.1978003998681492,1.377544185084191,1.3775441850841907,0.2395,0.2395,0.0,0.0,0.0
100,0.3,5.0,2000,0.0989010989010989,100.0,82.81,82.67606477506439,0.15553391338475425,0.15540808377726317,1.0,-0.006110933301324506,0.003465890298716986,0.9931375936488314,-0.006110933301324395,0.0034658902987169875,0.9931375936488319,-4.904571005426295e-05,0.003464517791097152,0.007120879120879121,0.99235117578629,0.1548992142382079,0.15508101829602342,0.1550810182960234,0.0,0.0,0.015,0.007,0.3655
100,0.3,10.0,2000,0.0989010989010989,100.0,82.81,82.74297818766793,0.15547101131094684,0.15540808377726317,1.0,-0.004202445638313512,0.003564273824968767,1.051170758231625,-0.004202445638314178,0.003564273824968765,1.0511707582316236,-0.001300276146291246,0.003555494450766182,0.0035604395604395605,1.045998733798248,0.1589721068493634,0.15941471795338902,0.1594147179533891,0.0,0.0,0.0125,0.0085,0.3745
100,0.3,25.0,2000,0.0989010989010989,100.0,82.81,82.78317825024692,0.15543325784790052,0.15540808377726317,1.0,0.0011343290666621098,0.0034284702955234177,0.9730672996519021,0.0011343290666623318,0.0034284702955234185,0.9730672996519029,0.0024871253784852776,0.0034271857049091217,0.0014241758241758241,0.9723382520961684,0.15325026558756508,0.15329171350218856,0.15329171350218854,0.0,0.0,0.011,0.0105,0.361
100,0.3,100.0,2000,0.0989010989010989,100.0,82.81,82.80329293327236,0.1554143776772073,0.15540808377726317,1.0,0.004708371494948516,0.003459808619745473,0.9911782440590318,0.0047083714949482935,0.003459808619745473,0.9911782440590314,0.00501978020674354,0.0034607898781752397,0.00035604395604395603,0.9917405525779294,0.15481393441322885,0.1547602980643916,0.15476029806439162,0.0,0.0,0.012,0.0115,0.3375
100,0.3,-1.0,2000,0.0989010989010989,100.0,82.81,82.81,0.15540808377726317,0.15540808377726317,1.0,0.000586061908572244,0.00339836474379475,0.9563629955879193,0.0005860619085724661,0.003398364743794751,0.9563629955879198,0.0005860619085860108,0.0033983647437851447,0.0,0.9563629955825134,0.15194262222705204,0.15194262222748145,0.1519426222274814,0.0,0.0,0.0065,0.0065,0.3505
100,0.5,5.0,2000,0.3333333333333333,100.0,56.25000000000001,55.55555555555555,0.18973665961010278,0.18856180831641264,1.0,0.003812793353406674,0.004360147766909879,1.0561604749605116,0.003812793353406674,0.0043601477669098785,1.0561604749605111,0.05557455279511947,0.004340514827961165,0.06666666666666667,1.0466704984305966,0.20186586832079184,0.19498026465051507,0.19498026465051513,0.0,0.0,0.0005,0.0,0.0405
100,0.5,10.0,2000,0.3333333333333333,100.0,56.25000000000001,55.90062111801243,0.1891501461214814,0.18856180831641264,1.0,-0.0022641765405062575,0.004165273010912976,0.9698477844655928,-0.0022641765405062575,0.004165273010912976,0.9698477844655929,0.026695270322041997,0.004193008935848946,0.03333333333333333,0.9828069281054786,0.1893613054608808,0.18624386032036394,0.1862438603203639,0.0,0.0,0.0,0.0,0.0475
100,0.5,25.0,2000,0.3333333333333333,100.0,56.25000000000001,56.10972568578553,0.18879736344675063,0.18856180831641264,1.0,0.0035922582540390824,0.004202080888468721,0.9907565719395676,0.0035922582540388603,0.00420208088846872,0.9907565719395671,0.015295164951620643,0.004183481626655032,0.013333333333333334,0.9820054032733295,0.18766853117530705,0.18791012325587628,0.1879101232558763,0.0,0.0,0.0,0.0,0.0435
100,0.5,100.0,2000,0.3333333333333333,100.0,56.25000000000001,56.21486570893193,0.1886207246772681,0.18856180831641264,1.0,0.0018156822584427523,0.004151543353382078,0.9688807616183521,0.0018156822584429744,0.004151543353382078,0.9688807616183522,0.0046862516501993134,0.004153710615934883,0.0033333333333333335,0.9698926104208077,0.1857722568213789,0.1856251217369848,0.1856251217369848,0.0,0.0,0.0,0.0,0.0435
100,0.5,-1.0,2000,0.3333333333333333,100.0,56.25000000000001,56.25,0.18856180831641267,0.18856180831641264,1.0,0.0015711788745660371,0.004276320479088464,1.0286390722427659,0.0015711788745660371,0.004276320479088464,1.0286390722427659,0.001571178874630652,0.004276320479089265,0.0,1.028639072243151,0.19120150461220928,0.19120150461217295,0.19120150461217295,0.0,0.0,0.0,0.0,0.0455
100,0.66,5.0,2000,0.7717930545712262,100.0,31.854736000000003,30.690064265478995,0.25527959307565945,0.2505693767493081,1.0,-0.012543188250530246,0.005563808879859316,0.9500406857318382,-0.012543188250530468,0.0055638088798593156,0.9500406857318378,0.17000043430300016,0.005496859169183004,0.2689544436569809,0.9273144314868184,0.2988324842686039,0.24907491665247905,0.24907491665247908,0.0,0.0,0.0,0.0,0.0
100,0.66,10.0,2000,0.7717930545712262,100.0,31.854736000000003,31.261556223706013,0.2529354494781337,0.2505693767493081,1.0,-0.002703766753975878,0.005583460290668404,0.9745799161530216,-0.002703766753975989,0.005583460290668404,0.9745799161530214,0.10482958489721761,0.005601595510706952,0.13447722182849045,0.9809211180104536,0.27150250188276714,0.24965214391385512,0.24965214391385515,0.0,0.0,0.0,0.0,0.0
100,0.66,25.0,2000,0.7717930545712262,100.0,31.854736000000003,31.61478313453002,0.2515184768159274,0.2505693767493081,0.9999999999999999,-0.008865414564635521,0.005551049994176515,0.9741828606101048,-0.008865414564635521,0.005551049994176516,0.974182860610105,0.03802059975663541,0.005557500771265446,0.05379088873139618,0.9764483375502587,0.25136887205114267,0.2483467203227359,0.2483467203227359,0.0,0.0,0.0,0.0,0.0
100,0.66,100.0,2000,0.7717930545712262,100.0,31.854736000000003,31.794406952180577,0.2508069884759067,0.2505693767493081,1.0,-0.0035282503828399925,0.005687651630644087,1.028529386440611,-0.0035282503828401035,0.005687651630644086,1.0285293864406106,0.008455628839594942,0.005696990798031534,0.013447722182849045,1.03190986575548,0.2548537821195363,0.25432039106770243,0.2543203910677025,0.0,0.0,0.0,0.0,0.0005
100,0.66,-1.0,2000,0.7717930545712262,100.0,31.854736000000003,31.854736000000003,0.2505693767493081,0.2505693767493081,1.0,-0.0008142053863643417,0.0055324451628477106,0.9750081501840946,-0.0008142053863641197,0.005532445162847712,0.975008150184095,-0.0008142053860664689,0.005532445162842294,0.0,0.9750081501821852,0.24735794699310762,0.24735794699335087,0.24735794699335079,0.0,0.0,0.0,0.0,0.001
100,0.9,5.0,2000,4.263157894736843,100.0,3.6099999999999963,3.1912448506921707,0.7916531320221273,0.7443229275647872,1.0,0.013466052917622928,0.01764938003096171,0.9940747351294074,0.013466052917622706,0.017649380030961705,0.9940747351294068,1.5511820424319382,0.01727391117941074,2.7625263157894744,0.9522291922325962,1.7328137105944847,0.7892218097089833,0.7892218097089835,0.0,0.0975,0.0,0.0,0.0
100,0.9,10.0,2000,4.263157894736843,100.0,3.6099999999999963,3.3877309709931396,0.7683525564280561,0.7443229275647872,0.9999999999999993,0.007713383715805211,0.017210557442781906,1.0034570507442473,0.007713383715805655,0.017210557442781913,1.0034570507442477,0.9638855640600619,0.01678351876417983,1.3812631578947372,0.954278087300561,1.2215427533723202,0.7695257422487227,0.7695257422487225,0.003,0.086,0.0,0.0,0.0
100,0.9,25.0,2000,4.263157894736843,100.0,3.6099999999999963,3.5176819547787836,0.7540266790286541,0.7443229275647872,0.9999999999999999,0.0066261081409606515,0.016976416444652358,1.0137914202091989,0.0066261081409606515,0.016976416444652358,1.0137914202091987,0.47815765715986935,0.016570242643673072,0.5525052631578949,0.965860280776723,0.8817630377259801,0.7590475197234489,0.759047519723449,0.018,0.082,0.0,0.0,0.0
100,0.9,100.0,2000,4.263157894736843,100.0,3.6099999999999963,3.586469175737983,0.7467606869310317,0.7443229275647872,1.0,0.01748260801010426,0.016546386986782017,0.9819140117310536,0.017482608010104705,0.01654638698678202,0.9819140117310542,0.15746638055515105,0.016044138401511938,0.13812631578947374,0.9232087286703946,0.7344160950863161,0.7399984481694658,0.7399984481694656,0.0565,0.075,0.0,0.0,0.0
100,0.9,-1.0,2000,4.263157894736843,100.0,3.6099999999999963,3.609999999999997,0.7443229275647872,0.7443229275647872,1.0,-0.026284311751808676,0.016515964028143038,0.9847252146818816,-0.02628431175180912,0.01651596402814303,0.9847252146818808,-0.004043667047786803,0.015663416249297842,0.0,0.8856868170415507,0.7003257997761685,0.7388993324765671,0.7388993324765674,0.0785,0.0785,0.0,0.0,0.0
250,0.3,5.0,2000,0.0989010989010989,250.0,207.02499999999995,206.69016193766095,0.0983682839390344,0.09828870230768308,1.0,0.001249840495370691,0.002204679139273746,1.0046402901624223,0.001249840495370913,0.002204679139273746,1.0046402901624223,0.007819669993734513,0.002219223384377085,0.007120879120879121,1.0179392152436288,0.09952952901482712,0.09857951970594282,0.09857951970594282,0.0,0.0,1.0,1.0,1.0
250,0.3,10.0,2000,0.0989010989010989,250.0,207.02499999999995,206.85744546916987,0.09832850117447851,0.09828870230768308,1.0,-0.0025558257529049166,0.002189027053623622,0.9912276659663004,-0.0025558257529052497,0.002189027053623621,0.9912276659662993,0.00047454727715789957,0.0021842500344132344,0.0035604395604395605,0.9869061597725876,0.09765936039404445,0.09790515455699939,0.09790515455699945,0.0,0.0,1.0,1.0,1.0
250,0.3,25.0,2000,0.0989010989010989,250.0,207.02499999999995,206.95794562561727,0.09830462378792146,0.09828870230768308,1.0,0.00306109441837088,0.0022101894077343385,1.0109765711600365,0.003061094418371102,0.002210189407734339,1.0109765711600367,0.004368176990289907,0.002210758205252381,0.0014241758241758241,1.0114969925832362,0.09893986659864601,0.0988653619724434,0.09886536197244337,0.0,0.0,1.0,1.0,1.0
250,0.3,100.0,2000,0.0989010989010989,250.0,207.02499999999995,207.00823233318093,0.09829268291952079,0.09828870230768308,1.0,-0.0005993853390140469,0.0022252794121078137,1.0250775370548828,-0.0005993853390141579,0.0022252794121078133,1.0250775370548824,-0.0002127467862259591,0.002225793298110756,0.00035604395604395603,1.0255510360855793,0.09951584153901653,0.09949444365503264,0.09949444365503265,0.0,0.0,1.0,1.0,1.0
250,0.3,-1.0,2000,0.0989010989010989,250.0,207.02499999999995,207.02499999999995,0.09828870230768308,0.09828870230768308,1.0,-0.001858874943635458,0.002191817965419284,0.9945617623115273,-0.001858874943635458,0.002191817965419284,0.994561762311527,-0.0018588749432100204,0.0021918179654114686,0.0,0.9945617623044346,0.0980141996705678,0.09801419967092523,0.09801419967092523,0.0,0.0,1.0,1.0,1.0
250,0.5,5.0,2000,0.3333333333333333,250.0,140.62500000000003,138.88888888888886,0.12000000000000001,0.11925695879998877,1.0,-0.002944920778461202,0.002698801879063229,1.0116016086715576,-0.002944920778461646,0.0026988018790632283,1.0116016086715571,0.050396886926445505,0.00272778103879717,0.06666666666666667,1.033442971614079,0.13196205596202285,0.120699843378852,0.12069984337885203,0.0,0.0,1.0,1.0,0.993
250,0.5,10.0,2000,0.3333333333333333,250.0,140.62500000000003,139.75155279503107,0.11962905629950907,0.11925695879998877,1.0,-0.008588004807952077,0.002641938733548641,0.9754435162487793,-0.008588004807952077,0.0026419387335486415,0.9754435162487795,0.020271125163475512,0.0026554298577833855,0.03333333333333333,0.9854312044482522,0.12044286058907212,0.11843333369435642,0.11843333369435642,0.0,0.0,1.0,1.0,0.993
250,0.5,25.0,2000,0.3333333333333333,250.0,140.62500000000003,140.2743142144638,0.11940593694526995,0.11925695879998877,1.0,-0.0003121471303390022,0.002649754157897267,0.9848936077874796,-0.0003121471303393353,0.0026497541578972667,0.984893607787479,0.012914123568419589,0.002657546983789921,0.013333333333333334,0.9906951954404323,0.11951913643292096,0.11847139077988993,0.11847139077988998,0.0,0.0,1.0,0.9995,0.99
250,0.5,100.0,2000,0.3333333333333333,250.0,140.62500000000003,140.53716427232985,0.11929422077833907,0.11925695879998877,1.0,0.002136782237742718,0.002630494418317429,0.9724470325295498,0.0021367822377431622,0.0026304944183174295,0.97244703252955,0.0056781340817273485,0.0026332234985777607,0.0033333333333333335,0.9744658641655052,0.11786873770250032,0.11762928252371956,0.11762928252371954,0.0,0.0,1.0,1.0,0.9925
250,0.5,-1.0,2000,0.3333333333333333,250.0,140.62500000000003,140.625,0.11925695879998878,0.11925695879998877,1.0,0.0008431334534360069,0.0027101362237742484,1.0328678931675013,0.0008431334534360069,0.0027101362237742484,1.0328678931675013,0.0008431334534140245,0.0027101362237641246,0.0,1.032867893159785,0.12117360578271924,0.121173605783172,0.121173605783172,0.0,0.0,1.0,1.0,0.9905
250,0.66,5.0,2000,0.7717930545712262,250.0,79.63684,76.7251606636975,0.16145299085600645,0.15847398848333022,1.0,0.0030941999656235453,0.003607873293637572,0.9987122122774555,0.0030941999656235453,0.0036078732936375714,0.9987122122774552,0.18863857123313243,0.003581149720097116,0.2689544436569809,0.9839720517575036,0.24742868176317606,0.16133833000750553,0.16133833000750555,0.0,0.0,0.849,0.084,0.137
250,0.66,10.0,2000,0.7717930545712262,250.0,79.63684,78.15389055926505,0.15997042426986993,0.15847398848333022,1.0,0.0013759493627001351,0.003598347615050523,1.0119448247875609,0.0013759493627003572,0.0035983476150505235,1.0119448247875613,0.11046318116281317,0.003611994236844371,0.13447722182849045,1.0196349181714721,0.19565805024132135,0.16088864549299173,0.1608886454929917,0.0,0.0,0.585,0.087,0.179
250,0.66,25.0,2000,0.7717930545712262,250.0,79.63684,79.03695783632504,0.15907425207091713,0.15847398848333022,0.9999999999999998,0.003974775498598815,0.0036243637925115167,1.038230497751748,0.003974775498598815,0.0036243637925115167,1.038230497751748,0.052060374729071546,0.0036267492811893425,0.05379088873139618,1.039597635430982,0.1703048736936133,0.16209469031495363,0.16209469031495363,0.0,0.0,0.297,0.1115,0.1895
250,0.66,100.0,2000,0.7717930545712262,250.0,79.63684,79.48601738045144,0.15862426733429358,0.15847398848333022,1.0,-0.004261652265038274,0.0035193024753566436,0.9844732664942095,-0.004261652265038274,0.003519302475356643,0.9844732664942093,0.008960167397255248,0.003540050444176617,0.013447722182849045,0.9961153636225577,0.15852970364341706,0.15740634045748553,0.15740634045748556,0.0,0.0,0.1445,0.1035,0.218
250,0.66,-1.0,2000,0.7717930545712262,250.0,79.63684,79.63684,0.15847398848333022,0.15847398848333022,1.0,-0.00221270045149502,0.003565840634825884,1.012599895548758,-0.002212700451494798,0.0035658406348258852,1.0125998955487585,-0.0022127004513974313,0.0035658406348205002,0.0,1.0125998955457,0.15944472299116333,0.15944472299140544,0.1594447229914054,0.0,0.0,0.097,0.097,0.22
250,0.9,5.0,2000,4.263157894736843,250.0,9.024999999999993,7.978112126730428,0.5006854027991803,0.47075115315785065,1.0,0.003447824429304358,0.011170509652308902,0.9955111120544589,0.003447824429304136,0.011170509652308902,0.9955111120544587,1.5457512245785296,0.010666119518287746,2.7625263157894744,0.9076387465259179,1.6176418927986638,0.4994473735961134,0.49944737359611346,0.0,0.0175,0.0035,0.0,0.0
250,0.9,10.0,2000,4.263157894736843,250.0,9.024999999999993,8.469327427482849,0.4859488248651412,0.47075115315785065,0.9999999999999993,0.0008466760227847647,0.010947042938578224,1.0149451352926073,0.0008466760227849868,0.010947042938578228,1.014945135292608,0.9907882358721616,0.010942786681784774,1.3812631578947372,1.014156058761172,1.1050025993129606,0.48944496862194775,0.48944496862194764,0.0,0.021,0.0,0.0,0.0
250,0.9,25.0,2000,4.263157894736843,250.0,9.024999999999993,8.794204886946961,0.4768883444526531,0.47075115315785065,0.9999999999999996,0.0031596283750205956,0.010694005070252146,1.0057206118567044,0.0031596283750205956,0.010694005070252146,1.0057206118567044,0.48383717301916174,0.010714029886695377,0.5525052631578949,1.0094906168779942,0.6808557059941297,0.47814130797514554,0.4781413079751455,0.0,0.014,0.0,0.0,0.0
250,0.9,100.0,2000,4.263157894736843,250.0,9.024999999999993,8.966172939344956,0.47229292755479896,0.47075115315785065,1.0,0.009904374346795475,0.010594010551862324,1.0063010216430561,0.009904374346795697,0.010594010551862326,1.0063010216430568,0.1432293520046053,0.010547386870729317,0.13812631578947374,0.997463156681532,0.49284697372259956,0.4737636359172885,0.4737636359172884,0.0055,0.0115,0.0,0.0,0.0
250,0.9,-1.0,2000,4.263157894736843,250.0,9.024999999999993,9.024999999999995,0.4707511531578506,0.47075115315785065,1.0,-0.0010306543037145177,0.010320995063949932,0.9613695254684611,-0.0010306543037147398,0.01032099506394993,0.9613695254684608,0.0006151028934839875,0.010230633545157996,0.0,0.944609411186191,0.4574138585126804,0.461454675487573,0.4614546754875731,0.0115,0.0115,0.0,0.0,0.0
500,0.3,5.0,2000,0.0989010989010989,500.0,414.04999999999984,413.3803238753219,0.06955688062697499,0.06950060791578858,1.0,-0.0033480948464122973,0.0015892815165383727,1.044122528158874,-0.0033480948464122973,0.0015892815165383727,1.0441225281588744,0.0031589750609199996,0.0015896015827610425,0.007120879120879121,1.0445431232533198,0.07114153972241831,0.07113589390021596,0.07113589390021595,0.0,0.0,1.0,1.0,1.0
500,0.3,10.0,2000,0.0989010989010989,500.0,414.04999999999984,413.71489093833975,0.06952874996438316,0.06950060791578858,1.0,-0.0014229213813231611,0.0015438809215258063,0.9861176992170945,-0.0014229213813234942,0.0015438809215258056,0.9861176992170939,0.0021284238172214476,0.0015430496339455808,0.0035604395604395605,0.985056054252007,0.0690228478941001,0.0690418549624814,0.06904185496248141,0.0,0.0,1.0,1.0,1.0
500,0.3,25.0,2000,0.0989010989010989,500.0,414.04999999999984,413.9158912512346,0.06951186610243165,0.06950060791578858,1.0,4.450362752828063e-05,0.0015563989170868937,1.0026605787431746,4.4503627528502676e-05,0.0015563989170868943,1.0026605787431753,0.0013642949479064637,0.001560574619079021,0.0014241758241758241,1.0080479227995423,0.06978690558400218,0.06958688656063201,0.06958688656063199,0.0,0.0,1.0,1.0,1.0
500,0.3,100.0,2000,0.0989010989010989,500.0,414.04999999999984,414.0164646663618,0.06950342263341229,0.06950060791578858,1.0,0.0019556992984808286,0.001509803176459431,0.9437528628015478,0.0019556992984806065,0.001509803176459431,0.9437528628015476,0.0023254522782716336,0.0015110564810848278,0.00035604395604395603,0.9453203528936502,0.06759961401270287,0.06753189259459862,0.06753189259459864,0.0,0.0,1.0,1.0,1.0
500,0.3,-1.0,2000,0.0989010989010989,500.0,414.04999999999984,414.04999999999984,0.06950060791578858,0.06950060791578858,1.0,0.0012044283588459326,0.0015203147387695807,0.9570173264821334,0.0012044283588457105,0.0015203147387695803,0.957017326482133,0.0012044283593968252,0.001520314738766487,0.0,0.9570173264782385,0.06798421214215276,0.0679842121422813,0.06798421214228131,0.0,0.0,1.0,1.0,1.0
500,0.5,5.0,2000,0.3333333333333333,500.0,281.25000000000006,277.77777777777777,0.08485281374238571,0.08432740427115677,1.0,-0.001979818664128996,0.001867198671097448,0.9684530214855769,-0.001979818664128996,0.001867198671097448,0.968453021485577,0.0499976861259539,0.0018632221585167521,0.06666666666666667,0.9643324477743958,0.09715704115046449,0.08350625728507798,0.08350625728507798,0.0,0.0,1.0,1.0,1.0
